CustomerID,Description,Merchant,Frequency,Occurrences,First_Date,Last_Date,Avg_Amount,Std_Amount,Median_Gap_Days,Failed_Count
CUST100274,GOOGLE ONE STORAGE PLAN,Google,Monthly,17,2023-01-28,2024-06-28,129.93,3.52,31.0,1
CUST100274,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-15,2024-06-30,248.3,5.93,7.0,4
CUST100274,ZOOM PRO MONTHLY,Zoom,Monthly,17,2023-01-08,2024-06-08,1292.4,30.69,31.0,4
CUST100275,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-14,2024-06-14,2634.72,62.48,31.0,1
CUST100275,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,78,2023-01-03,2024-06-25,49.11,1.12,7.0,5
CUST100275,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-11,2024-06-11,98.79,2.06,31.0,0
CUST100276,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-07,2024-06-07,894.42,19.09,31.0,1
CUST100277,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-28,2024-06-28,848.6,20.03,31.0,2
CUST100277,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,17,2023-01-19,2024-06-19,2667.91,65.01,31.0,0
CUST100277,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-15,2024-06-15,499.88,12.06,31.0,2
CUST100278,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-28,2024-06-28,4004.48,93.05,31.0,0
CUST100278,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-14,2024-06-14,130.26,2.87,31.0,2
CUST100279,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-09,2024-06-09,130.21,3.23,31.0,1
CUST100279,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-04,2024-06-04,2667.72,62.44,31.0,1
CUST100279,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-16,2024-06-16,99.63,2.24,31.0,2
CUST100280,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-18,2024-06-18,3957.32,82.18,31.0,2
CUST100280,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,78,2023-01-06,2024-06-28,248.94,6.03,7.0,7
CUST100280,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-27,2024-06-27,1001.59,26.01,31.0,0
CUST100280,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-16,2024-06-16,646.78,15.67,31.0,2
CUST100281,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-15,2024-06-15,908.58,15.57,31.0,0
CUST100281,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-12,2024-06-27,248.8,5.77,7.0,3
CUST100281,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-10,2024-06-10,1497.83,36.72,31.0,2
CUST100281,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-01,2024-06-01,2661.18,57.2,31.0,2
CUST100282,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-16,2024-06-16,1665.61,42.12,31.0,2
CUST100282,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-21,2024-06-21,190.44,3.94,31.0,2
CUST100283,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-22,2024-06-22,189.76,4.02,31.0,0
CUST100283,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-09,2024-06-09,1309.65,29.77,31.0,1
CUST100284,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-05,2024-06-05,297.69,6.24,31.0,0
CUST100284,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-21,2024-06-21,845.81,19.69,31.0,1
CUST100284,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,78,2023-01-06,2024-06-28,248.45,5.83,7.0,1
CUST100284,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-27,2024-06-27,188.4,4.17,31.0,1
CUST100285,APPLE ICLOUD STORAGE,Apple,Monthly,17,2023-01-26,2024-06-26,75.33,1.66,31.0,1
CUST100285,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-25,2024-06-25,129.65,3.21,31.0,2
CUST100285,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-22,2024-06-22,1502.94,40.44,31.0,2
CUST100285,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-02,2024-06-02,502.08,12.69,31.0,2
CUST100286,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-01,2024-06-01,300.02,6.58,31.0,2
CUST100286,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-07,2024-06-07,119.15,2.56,31.0,2
CUST100287,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-19,2024-06-19,298.58,7.16,31.0,2
CUST100287,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-09,2024-06-09,130.63,3.44,31.0,0
CUST100287,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-20,2024-06-20,1014.11,18.59,31.0,2
CUST100287,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-25,2024-06-25,1299.4,29.93,31.0,1
CUST100288,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-14,2024-06-14,1486.1,33.51,31.0,2
CUST100288,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-25,2024-06-25,650.7,18.13,31.0,1
CUST100289,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-08,2024-06-08,890.26,20.12,31.0,0
CUST100289,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,78,2023-01-05,2024-06-27,249.5,6.0,7.0,1
CUST100289,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-09,2024-06-09,118.26,2.76,31.0,2
CUST100290,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-11,2024-06-11,4007.35,85.59,31.0,1
CUST100290,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-12,2024-06-12,905.42,22.01,31.0,1
CUST100290,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,17,2023-01-18,2024-06-18,850.33,16.85,31.0,1
CUST100290,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-21,2024-06-29,248.69,6.17,7.0,8
CUST100291,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-20,2024-06-28,248.93,5.44,7.0,4
CUST100292,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-23,2024-06-23,75.07,1.48,31.0,0
CUST100292,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-08,2024-06-08,1509.21,38.69,31.0,1
CUST100293,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-20,2024-06-20,847.84,20.68,31.0,2
CUST100293,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-12,2024-06-12,495.52,10.45,31.0,0
CUST100294,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-05,2024-06-05,300.04,6.42,31.0,1
CUST100294,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-17,2024-06-17,2630.53,64.8,31.0,0
CUST100294,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,17,2023-01-15,2024-06-15,657.9,14.06,31.0,3
CUST100294,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-03,2024-06-03,179.07,4.33,31.0,1
CUST100295,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-15,2024-06-15,298.81,5.88,31.0,0
CUST100295,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-11,2024-06-11,75.68,1.55,31.0,2
CUST100295,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-17,2024-06-25,248.1,5.82,7.0,7
CUST100296,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-26,2024-06-26,75.3,1.95,31.0,4
CUST100296,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-22,2024-06-22,644.71,16.26,31.0,2
CUST100296,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-19,2024-06-19,179.26,5.1,31.0,1
CUST100297,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,17,2023-01-11,2024-06-11,855.96,18.39,31.0,3
CUST100297,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-15,2024-06-15,649.59,10.98,31.0,1
CUST100297,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,77,2023-01-08,2024-06-30,48.94,1.04,7.0,6
CUST100298,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-14,2024-06-14,901.35,22.48,31.0,1
CUST100298,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-10,2024-06-10,2634.15,58.75,31.0,0
CUST100298,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-05,2024-06-05,1296.97,25.68,31.0,1
CUST100299,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,77,2023-01-06,2024-06-28,249.48,4.91,7.0,2
CUST100299,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,17,2023-01-23,2024-06-23,656.75,10.66,31.0,4
CUST100299,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-01,2024-06-01,1308.77,31.2,31.0,1
CUST100300,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-24,2024-06-24,3966.9,98.33,31.0,1
CUST100300,DROPBOX PLUS PLAN,Dropbox,Monthly,17,2023-01-01,2024-06-01,904.12,21.54,31.0,0
CUST100300,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-18,2024-06-18,118.1,2.23,31.0,1
CUST100300,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-14,2024-06-14,178.84,4.44,31.0,2
CUST100301,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-27,2024-06-27,74.6,1.51,31.0,2
CUST100301,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-14,2024-06-14,893.92,23.93,31.0,3
CUST100301,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-25,2024-06-25,1002.45,26.15,31.0,3
CUST100301,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-17,2024-06-17,1297.25,29.16,31.0,2
CUST100302,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,78,2023-01-06,2024-06-28,250.02,5.86,7.0,7
CUST100302,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,74,2023-01-04,2024-06-26,49.01,1.24,7.0,5
CUST100302,ZOOM PRO MONTHLY,Zoom,Monthly,17,2023-01-13,2024-06-13,1301.68,35.25,31.0,1
CUST100303,GOOGLE ONE STORAGE PLAN,Google,Monthly,16,2023-01-11,2024-06-11,129.37,2.84,31.0,0
CUST100303,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-19,2024-06-19,1498.58,31.92,31.0,1
CUST100303,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-28,2024-06-28,651.77,12.53,31.0,3
CUST100303,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-11,2024-06-11,119.33,2.43,31.0,3
CUST100304,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-16,2024-06-16,300.67,5.76,31.0,4
CUST100304,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-13,2024-06-13,998.98,20.44,31.0,1
CUST100304,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-13,2024-06-13,2666.32,59.24,31.0,3
CUST100304,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-04,2024-06-04,177.07,4.47,31.0,0
CUST100305,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-11,2024-06-11,3989.78,88.81,31.0,0
CUST100305,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-22,2024-06-22,892.73,21.2,31.0,0
CUST100305,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-15,2024-06-15,178.98,4.84,31.0,0
CUST100306,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-24,2024-06-24,1659.82,35.61,31.0,2
CUST100306,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-16,2024-06-24,249.35,5.65,7.0,3
CUST100306,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-11,2024-06-11,501.94,11.36,31.0,0
CUST100306,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,77,2023-01-09,2024-06-24,49.02,1.12,7.0,7
CUST100307,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-04,2024-06-04,299.83,6.74,31.0,2
CUST100307,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-09,2024-06-09,179.81,3.66,31.0,3
CUST100307,ZOOM PRO MONTHLY,Zoom,Monthly,17,2023-01-05,2024-06-05,1311.45,28.37,31.0,0
CUST100308,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,76,2023-01-13,2024-06-28,48.99,1.13,7.0,3
CUST100309,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-27,2024-06-27,129.82,2.66,31.0,1
CUST100309,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-26,2024-06-26,1482.92,30.54,31.0,1
CUST100309,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-08,2024-06-08,2669.12,56.14,31.0,2
CUST100309,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-11,2024-06-11,651.11,13.66,31.0,2
CUST100310,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,77,2023-01-08,2024-06-30,249.89,6.0,7.0,4
CUST100310,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-28,2024-06-29,49.02,1.12,7.0,4
CUST100310,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-05,2024-06-05,188.24,3.74,31.0,1
CUST100311,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-18,2024-06-18,1668.0,35.99,31.0,0
CUST100311,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-20,2024-06-20,120.29,3.01,31.0,1
CUST100312,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-17,2024-06-17,3982.21,94.57,31.0,1
CUST100312,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-06,2024-06-06,847.04,21.56,31.0,2
CUST100312,ZEE5 PREMIUM PLAN,Zee5,Monthly,18,2023-01-07,2024-06-07,98.41,2.26,31.0,1
CUST100312,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-21,2024-06-21,1297.01,25.09,31.0,0
CUST100313,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-18,2024-06-18,1499.65,27.09,31.0,1
CUST100314,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-23,2024-06-24,49.34,0.95,7.0,5
CUST100315,ADOBE CREATIVE CLOUD,Adobe,Monthly,17,2023-01-05,2024-06-05,1676.48,43.45,31.0,0
CUST100315,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-16,2024-06-16,893.86,20.9,31.0,1
CUST100315,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-16,2024-06-16,1493.6,28.86,31.0,0
CUST100316,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,74,2023-01-23,2024-06-24,249.83,5.03,7.0,2
CUST100316,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-02,2024-06-02,119.36,2.79,31.0,1
CUST100317,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-24,2024-06-25,247.98,6.28,7.0,11
CUST100317,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-10,2024-06-10,998.66,26.5,31.0,1
CUST100317,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-09,2024-06-09,2652.38,62.34,31.0,1
CUST100317,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-11,2024-06-11,1304.8,31.44,31.0,0
CUST100318,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-16,2024-06-16,129.68,3.39,31.0,5
CUST100318,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-28,2024-06-28,498.87,10.32,31.0,1
CUST100319,ZEE5 PREMIUM PLAN,Zee5,Monthly,17,2023-01-02,2024-06-02,98.78,2.09,31.0,1
CUST100320,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-24,2024-06-24,843.5,15.47,31.0,0
CUST100320,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-23,2024-06-23,2646.89,61.88,31.0,0
CUST100320,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-07,2024-06-07,495.87,12.49,31.0,1
CUST100320,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-19,2024-06-19,178.63,3.46,31.0,1
CUST100321,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-16,2024-06-16,188.5,3.8,31.0,2
CUST100322,COURSERA PLUS MONTHLY,Coursera,Monthly,17,2023-01-09,2024-06-09,3989.63,109.37,31.0,1
CUST100322,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-01,2024-06-01,118.74,2.79,31.0,5
CUST100323,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-15,2024-06-15,75.41,1.79,31.0,3
CUST100323,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-06,2024-06-06,892.4,22.99,31.0,1
CUST100324,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-24,2024-06-24,74.57,2.1,31.0,0
CUST100324,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-04,2024-06-04,1507.57,33.29,31.0,3
CUST100324,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-01,2024-06-01,2655.45,74.79,31.0,0
CUST100324,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,78,2023-01-03,2024-06-25,49.09,1.07,7.0,5
CUST100325,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-16,2024-06-16,852.51,18.25,31.0,1
CUST100325,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-22,2024-06-22,1497.61,36.59,31.0,0
CUST100325,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-15,2024-06-15,653.0,11.13,31.0,3
CUST100325,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-22,2024-06-22,179.6,4.52,31.0,2
CUST100326,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-05,2024-06-05,4011.14,86.3,31.0,0
CUST100326,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,73,2023-01-26,2024-06-27,48.81,1.14,7.0,11
CUST100327,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-11,2024-06-11,1661.32,33.77,31.0,1
CUST100327,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-17,2024-06-17,2654.1,75.04,31.0,1
CUST100327,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-25,2024-06-25,188.04,4.32,31.0,1
CUST100328,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,78,2023-01-07,2024-06-29,49.02,1.15,7.0,5
CUST100328,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-12,2024-06-12,118.64,3.14,31.0,1
CUST100329,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-15,2024-06-15,74.95,1.94,31.0,2
CUST100329,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-02,2024-06-02,3971.91,98.19,31.0,1
CUST100329,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,75,2023-01-12,2024-06-27,248.24,5.77,7.0,7
CUST100330,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-07,2024-06-07,1682.64,44.21,31.0,1
CUST100330,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,74,2023-01-23,2024-06-24,49.04,1.13,7.0,6
CUST100331,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-10,2024-06-10,299.97,7.56,31.0,1
CUST100331,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-24,2024-06-24,129.39,3.0,31.0,1
CUST100331,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,78,2023-01-04,2024-06-26,249.4,5.78,7.0,4
CUST100331,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-23,2024-06-23,118.77,3.11,31.0,1
CUST100332,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,17,2023-01-26,2024-06-26,2634.2,71.91,31.0,1
CUST100333,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-26,2024-06-26,895.79,21.79,31.0,2
CUST100333,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-19,2024-06-19,856.95,17.37,31.0,2
CUST100333,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-27,2024-06-27,119.44,2.8,31.0,1
CUST100333,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-10,2024-06-10,180.39,4.23,31.0,1
CUST100334,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,17,2023-01-15,2024-06-15,299.63,7.67,31.0,1
CUST100334,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-19,2024-06-19,74.67,1.85,31.0,1
CUST100334,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-01,2024-06-01,501.25,12.59,31.0,1
CUST100334,ZOOM PRO MONTHLY,Zoom,Monthly,18,2023-01-18,2024-06-18,1299.18,26.71,31.0,4
CUST100335,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-04,2024-06-04,904.83,21.81,31.0,2
CUST100336,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-19,2024-06-19,841.03,17.1,31.0,0
CUST100336,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,77,2023-01-11,2024-06-26,49.25,1.05,7.0,7
CUST100337,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-02,2024-06-24,248.97,5.66,7.0,7
CUST100337,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-28,2024-06-28,1003.85,26.02,31.0,1
CUST100338,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,17,2023-01-28,2024-06-28,853.64,20.06,31.0,2
CUST100338,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-02,2024-06-02,118.75,2.72,31.0,0
CUST100338,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-01,2024-06-01,177.84,4.16,31.0,2
CUST100339,GOOGLE ONE STORAGE PLAN,Google,Monthly,17,2023-01-18,2024-06-18,129.46,2.62,31.0,2
CUST100339,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-16,2024-06-24,48.97,1.11,7.0,6
CUST100340,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-08,2024-06-08,496.63,11.28,31.0,3
CUST100340,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,17,2023-01-08,2024-06-08,181.65,2.98,31.0,1
CUST100341,COURSERA PLUS MONTHLY,Coursera,Monthly,18,2023-01-01,2024-06-01,3982.67,98.71,31.0,2
CUST100341,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,17,2023-01-22,2024-06-22,1000.31,25.34,31.0,1
CUST100341,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-08,2024-06-08,1505.82,38.48,31.0,1
CUST100341,LINKEDIN PREMIUM CAREER,LinkedIn,Monthly,18,2023-01-07,2024-06-07,2664.2,64.92,31.0,0
CUST100342,ADOBE CREATIVE CLOUD,Adobe,Monthly,18,2023-01-03,2024-06-03,1697.6,41.21,31.0,1
CUST100342,DROPBOX PLUS PLAN,Dropbox,Monthly,18,2023-01-15,2024-06-15,899.78,21.92,31.0,0
CUST100342,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-03,2024-06-03,501.55,13.38,31.0,2
CUST100343,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,74,2023-01-28,2024-06-29,48.85,1.22,7.0,6
CUST100343,SPOTIFY PREMIUM MONTHLY,Spotify,Monthly,18,2023-01-12,2024-06-12,119.35,2.76,31.0,2
CUST100344,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-27,2024-06-27,75.97,1.47,31.0,1
CUST100344,NEWSPAPER DIGITAL WEEKLY,TimesOfIndia,Weekly,75,2023-01-23,2024-06-24,48.77,1.12,7.0,7
CUST100344,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-21,2024-06-21,177.22,4.04,31.0,3
CUST100345,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,18,2023-01-04,2024-06-04,300.74,5.89,31.0,1
CUST100345,GOOGLE ONE STORAGE PLAN,Google,Monthly,18,2023-01-10,2024-06-10,130.22,3.12,31.0,0
CUST100345,GYM MEMBERSHIP MONTHLY,CultFit,Monthly,18,2023-01-10,2024-06-10,997.32,23.0,31.0,0
CUST100345,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-22,2024-06-22,650.5,13.47,31.0,2
CUST100346,GYM LOCKER WEEKLY,AnytimeFitness,Weekly,76,2023-01-22,2024-06-30,250.28,4.97,7.0,4
CUST100347,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-09,2024-06-09,840.12,17.37,31.0,2
CUST100348,HOTSTAR PREMIUM,Disney+Hotstar,Monthly,18,2023-01-19,2024-06-19,1503.17,32.27,31.0,2
CUST100348,SWIGGY ONE MEMBERSHIP,Swiggy,Monthly,18,2023-01-02,2024-06-02,180.79,4.58,31.0,0
CUST100348,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-20,2024-06-20,189.36,5.18,31.0,0
CUST100349,AMAZON PRIME SUBSCRIPTION,Amazon,Monthly,17,2023-02-18,2024-06-18,299.24,7.91,31.0,0
CUST100349,APPLE ICLOUD STORAGE,Apple,Monthly,18,2023-01-24,2024-06-24,75.54,1.39,31.0,0
CUST100349,ELECTRICITY BILL AUTO PAY,BESCOM,Monthly,18,2023-01-01,2024-06-01,842.62,17.91,31.0,0
CUST100349,YOUTUBE PREMIUM MONTHLY,YouTube,Monthly,18,2023-01-21,2024-06-21,190.59,4.56,31.0,3
CUST100350,MICROSOFT 365 SUBSCRIPTION,Microsoft,Monthly,18,2023-01-18,2024-06-18,498.62,10.5,31.0,0
CUST100351,NETFLIX.COM MONTHLY SUBSCRIPTION,Netflix,Monthly,18,2023-01-18,2024-06-18,644.52,12.79,31.0,3
